업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),,
용역,20200521479-00,일반,2020년 지방청 및 경찰서 유선장비 유지보수용역,조달청 인천지방조달청,경찰청 인천광역시지방경찰청,제한(총액)협상에의한계약,2020/05/19 14:09(2020/06/30 10:00),,
용역,202005190203-00,일반,2020년 카지노민간자격 고도화사업 위탁 용역(긴급),(주)강원랜드,강원랜드,제한(총액)협상에의한계약,2020/05/19 14:08(2020/06/12 15:00),,
용역,20200246475-01,취소,"2020년도 한글학교 교사, 교장 초청연수 행사 대행 업체 선정",조달청,재외동포재단,제한(총액)협상에의한계약,2020/05/19 14:05(2020/04/08 10:00),,
용역,2001790-00,일반,하남교산 공공주택지구 토질조사용역,한국토지주택공사,한국토지주택공사,제한경쟁,2020/05/19 14:05(2020/07/15 10:00),,
용역,2001779-00,일반,남양주왕숙2 공공주택지구 토질조사용역,한국토지주택공사,한국토지주택공사,제한경쟁,2020/05/19 14:05(2020/08/06 10:00),,
용역,2001789-00,일반,남양주왕숙 공공주택지구 토질조사용역,한국토지주택공사,한국토지주택공사,제한경쟁,2020/05/19 14:05(2020/07/29 10:00),,
용역,20200522704-00,일반,제주데이터허브 운영사업 리뉴얼 용역,(재)제주테크노파크,(재)제주테크노파크,제한(총액)협상에의한계약,2020/05/19 14:04(-),,
용역,20200522269-00,긴급,집단에너지시스템(굴착정보) 고도화 용역,조달청 부산지방조달청,한국에너지공단,제한(총액)협상에의한계약,2020/05/19 14:03(2020/06/03 10:00),,
용역,20200522687-00,일반,카드VIP 사은품 용역업체 선정,중소기업은행,중소기업은행,제한(총액)협상에의한계약,2020/05/19 14:03(-),,
용역,20200522689-00,일반,GHP 냉난방기 분해 청소 용역,서울특별시마포구시설관리공단,서울특별시마포구시설관리공단,수의(총액)소액수의,2020/05/19 14:02(2020/05/27 12:00),,
용역,20200522566-00,일반,밀양 해천루 복합문화시설 조성사업 설계용역(제안공모),조달청,경상남도 밀양시,수의(설계공모),2020/05/19 14:01(-),,
용역,20200522615-00,일반,2020년 강남구 관내 급수공사 등 건설 폐기물 처리용역,서울특별시,서울특별시,제한(총액),2020/05/19 14:00(2020/05/27 14:30),,
용역,20200521677-00,일반,군청사 별관 신축공사 기본 및 실시설계 용역,경상북도 성주군,경상북도 성주군,제한경쟁,2020/05/19 13:59(2020/05/27 10:00),,
용역,20200522677-00,일반,한국에너지기술연구원 다차원 산화물 기반 양방향 수전해 기술 시연장치 설계제작,한국에너지기술연구원,한국에너지기술연구원,제한(총액)협상에의한계약,2020/05/19 13:58(2020/06/01 10:00),,
용역,20200522666-00,긴급,소규모수도시설 개량사업(은산 경둔1) 폐기물처리용역,충청남도 부여군 상하수도사업소,충청남도 부여군 상하수도사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:57(2020/05/25 10:00),,
용역,20200521248-00,긴급,2020년도 정보시스템 통합감리 용역,조달청 부산지방조달청,한국산업안전보건공단,일반(총액)협상에의한계약,2020/05/19 13:56(2020/06/03 10:00),,
용역,20200522661-00,일반,어머니 장병급식.피복 모니터링단 스튜디오 촬영 위탁 용역(재공고),국방기술품질원,국방기술품질원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:55(2020/05/25 10:00),,
용역,20200522654-00,일반,[한약제제현대화]한약제제 제형개발 및 품목허가신청 위탁연구용역(구성2),한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/19 13:54(2020/05/29 14:00),,
용역,20200518269-01,변경,화천 공공하수처리시설 수질계측장비 유지관리용역,강원도 화천군,강원도 화천군,제한경쟁,2020/05/19 13:54(2020/05/25 14:00),,
용역,20200522647-00,일반,2020학년도 스마트 교수-학습지원 CMS(Content Management System) 구축,호서대학교,호서대학교,제한(총액)협상에의한계약,2020/05/19 13:52(-),,
용역,20200521641-00,일반,신사2고가 외 4개소 보수공사 건설폐기물 처리용역,서울시설공단,서울시설공단,제한(총액),2020/05/19 13:51(2020/05/27 12:00),,
용역,20200522632-00,긴급,경주공업고등학교 교사동 내부 리모델링공사에 따른 포장이사. 정리용역,경상북도교육청 경주공업고등학교,경상북도교육청 경주공업고등학교,제한(총액),2020/05/19 13:50(2020/05/27 17:00),,
용역,20200522643-00,긴급,동부소방서 일원 상수도 개량공사 폐기물처리 용역,경상남도 김해시,경상남도 김해시,제한경쟁,2020/05/19 13:50(2020/05/25 14:00),,
용역,20200522304-00,일반,양산 가산일반산업단지 조성사업 지정폐기물(석면) 처리용역,경남개발공사,경남개발공사,제한(총액),2020/05/19 13:50(2020/05/26 14:00),,
용역,20200522598-00,일반,[한약제제현대화]한약제제 제형개발 및 품목허가신청 위탁연구용역(구성1),한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/19 13:49(2020/05/29 14:00),,
용역,20200520142-00,긴급,농축산지역 지하수 중 질산성질소 수질관리 개선사업(Ⅳ),조달청 인천지방조달청,환경부 국립환경과학원,수의(총액),2020/05/19 13:49(2020/05/20 11:00),,
용역,20200521639-00,일반,2020년 홍제천고가교 교면포장 정비공사 건설폐기물 처리용역,서울시설공단,서울시설공단,제한(총액),2020/05/19 13:48(2020/05/27 12:00),,
용역,20200516659-00,긴급,지역단위 양분관리 시범사업(Ⅱ),조달청 인천지방조달청,환경부 국립환경과학원,일반(총액)협상에의한계약,2020/05/19 13:48(2020/05/29 10:00),,
용역,20200521718-01,변경,해외온라인마케팅 지원사업 수행용역[긴급],재단법인 대전경제통상진흥원,재단법인 대전경제통상진흥원,일반(총액)협상에의한계약,2020/05/19 13:47(2020/05/29 10:00),,
용역,20200522144-01,취소,[한약제제현대화]한약제제 제형개발 및 품목허가신청 위탁연구용역(구성2),한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/19 13:47(2020/05/29 14:00),,
용역,20200522405-01,취소,[사업수행능력평가서 제출안내 공고] 효자~상원간 도로건설공사 건설사업관리용역,경상북도,경상북도,일반경쟁,2020/05/19 13:46(-),,
용역,20200519499-00,일반,산성대로 인도 확장공사 임목폐기물 처리 용역,경기도 성남시 중원구,경기도 성남시 중원구,수의(총액)소액수의,2020/05/19 13:46(2020/05/25 10:00),,
용역,20200519785-00,긴급,2020년 소상공인 제품 상품성 개선 지원사업 운영기관 모집,조달청 서울지방조달청,(주)중소기업유통센터,일반(총액)협상에의한계약,2020/05/19 13:46(2020/06/03 10:00),,
용역,20200522107-01,취소,[한약제제현대화]한약제제 제형개발 및 품목허가신청 위탁연구용역(구성1),한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/19 13:46(2020/05/29 14:00),,
용역,20200520568-01,변경,주택건설공사 감리자(건축) 모집공고(삼천쌍용),전라북도 전주시,전라북도 전주시,일반경쟁,2020/05/19 13:45(2020/06/03 10:00),,
용역,20200521630-00,일반,2020년 북부간선고가교 교면포장 정비공사 건설폐기물 처리용역,서울시설공단,서울시설공단,제한(총액),2020/05/19 13:43(2020/05/27 12:00),,
용역,20200522617-00,일반,납부예외자의 특성에 관한 연구를 위한 실태조사,국민연금공단,국민연금공단,제한(총액)협상에의한계약,2020/05/19 13:43(2020/06/01 14:00),,
용역,20200522600-00,일반,2020년 유체유동 교정시스템 유지관리,한국환경공단,한국환경공단,제한(총액),2020/05/19 13:43(2020/05/27 15:00),,
용역,20200522618-00,일반,함양위천 돌북교 재가설공사 지장건축물 철거공사 폐기물처리 용역,경상남도 함양군,경상남도 함양군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:42(2020/05/25 12:00),,
용역,20200522585-00,일반,도시침수 예방사업 및 노후하수관로 정비사업 감독권한대행 등 통합건설사업관리 용역,경기도 구리시,경기도 구리시,지명경쟁,2020/05/19 13:41(2020/05/26 12:00),,
용역,E112000051-00,일반,일반국민 대상 전력시장 교육콘텐츠 제작,한국전력거래소,재무경영팀,제한(총액),2020/05/19 13:40(2020/06/02 11:00),,
용역,20200520780-01,변경,주택건설공사 감리자(전기) 모집공고(삼천쌍용),전라북도 전주시,전라북도 전주시,일반경쟁,2020/05/19 13:40(2020/06/03 10:00),,
용역,20200520598-00,일반,동남권 단층거동 모니터링 관측소 후보지(1개소) 상세 특성화 조사 용역,조달청,한국지질자원연구원,제한(총액)협상에의한계약,2020/05/19 13:39(2020/06/30 10:00),,
용역,20200519099-01,취소,경주공업고등학교 교사동 내부 리모델링공사에 따른 포장이사. 정리용역,경상북도교육청 경주공업고등학교,경상북도교육청 경주공업고등학교,제한(총액),2020/05/19 13:38(2020/05/27 17:00),,
용역,20200522596-00,일반,전북동화중 건설폐기물 처리용역,전라북도교육청 전라북도정읍교육지원청,전라북도교육청 전라북도정읍교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:38(2020/05/25 10:00),,
용역,20200510434-01,변경,주택건설공사 전력시설물 감리자(전기)모집 공고(시화MTV 공동1블럭 공동주택 신축공사),경기도 시흥시,경기도 시흥시,일반경쟁,2020/05/19 13:36(2020/05/29 12:00),,
용역,20200435981-01,취소,2020 차세대 해외 입양동포 모국방문 기획 및 운영,조달청,재외동포재단,일반(총액)협상에의한계약,2020/05/19 13:35(2020/05/19 10:00),,
용역,20200522580-00,긴급,국도21호선 홍성 청광리 건설폐기물 처리용역,국토교통부 대전지방국토관리청 예산국토관리사무소 운영지원과,국토교통부 대전지방국토관리청 예산국토관리사무소 운영지원과,제한(총액),2020/05/19 13:35(2020/05/25 12:00),,
용역,20200522578-00,일반,경남 데이터 기반 지역사업 관리체계 구축을 위한 정보화전략계획(ISP) 수립,재단법인 경남테크노파크,재단법인 경남테크노파크,제한(총액)협상에의한계약,2020/05/19 13:33(-),,
용역,20200522583-00,긴급,동부소방서 일원 상수도개량공사 도시정보시스템(GIS) DB갱신 용역,경상남도 김해시,경상남도 김해시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:33(2020/05/25 14:00),,
용역,20200522164-00,긴급,입주보육동 증축 및 공장동 리모델링 공사 건설폐기물 처리 용역,재단법인 경북바이오산업연구원,재단법인 경북바이오산업연구원,수의(총액)소액수의,2020/05/19 13:32(2020/05/22 14:00),,
용역,E122000079-00,일반,2020~2021 외부 자문회계법인(PA) 선임 용역,한전원자력연료주식회사,동반성장부,제한(총액),2020/05/19 13:31(2020/06/01 12:00),,
용역,20200522531-00,일반,괴산군립도서관건립공사기본및실시설계용역,충청북도 괴산군,충청북도 괴산군,일반경쟁,2020/05/19 13:30(-),,
용역,20200522570-00,일반,공주시 도시생태현황지도 재작성 용역,충청남도 공주시,충청남도 공주시,일반(총액)협상에의한계약,2020/05/19 13:30(2020/05/29 10:00),,
용역,20200522539-00,일반,동암고 화장실 개선 건축 설계 용역,전라북도교육청 동암고등학교,전라북도교육청 동암고등학교,수의(총액)소액수의,2020/05/19 13:30(2020/05/25 10:00),,
용역,20200521986-00,일반,양산중앙중 본관동 내진보강 구조설계용역 수의계약 안내 공고,경상남도교육청 경상남도양산교육지원청,경상남도교육청 경상남도양산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:29(2020/05/25 14:00),,
용역,20200519752-02,변경,상수도관리시스템 고도화사업 감리용역,인천광역시 상수도사업본부,인천광역시 상수도사업본부,제한(총액)협상에의한계약,2020/05/19 13:26(2020/06/04 10:00),,
용역,20200522558-00,일반,대전보훈병원 시외 셔틀버스 임대노선(13군/태안)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 13:26(2020/05/22 10:00),,
용역,20200522545-00,일반,숙련기술전수사업 성과분석을 통한 사업성 제고방안 연구,한국산업인력공단글로벌숙련기술진흥원,한국산업인력공단글로벌숙련기술진흥원,제한(총액)협상에의한계약,2020/05/19 13:25(2020/06/02 14:00),,
용역,20200522549-00,일반,보도자료 유형별 표준안 개발,문화체육관광부 국립국어원,문화체육관광부 국립국어원,제한(총액)협상에의한계약,2020/05/19 13:25(2020/06/02 10:00),,
용역,20200521824-00,긴급,금산다락원 스포츠센터 리모델링공사 폐기물처리 용역,충청남도 금산군 금산다락원,충청남도 금산군 금산다락원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:25(2020/05/25 10:00),,
용역,20200522552-00,일반,정선군 북평면 나전1리 수압개선 배수관로 신설공사 GIS DB 구축,한국환경공단,한국환경공단,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:24(2020/05/25 10:00),,
용역,20200520467-01,변경,한국생명공학연구원 오창분원 직원 출퇴근버스 임차운행 용역,한국생명공학연구원,한국생명공학연구원,제한(총액),2020/05/19 13:23(2020/05/27 10:00),,
용역,20200521626-00,일반,2020년 서호교 교면포장 정비공사 건설폐기물 처리용역,서울시설공단,서울시설공단,제한(총액),2020/05/19 13:23(2020/05/27 12:00),,
용역,20200522472-00,일반,2020년 승용마 번식지원 배상책임보험 가입,경기도 경기도축산진흥센터,경기도 경기도축산진흥센터,수의(총액)소액수의,2020/05/19 13:22(2020/05/25 14:00),,
용역,20200522437-01,변경,김해시 상수도 관망기술진단 용역 용역사업 집행계획 및 사업수행능력 평가서 제출안내 공고,경상남도 김해시,경상남도 김해시,지명경쟁,2020/05/19 13:21(-),,
용역,20200519088-00,긴급,국도3호선 자금교 등 시설물 보수공사 폐기물처리용역,조달청 서울지방조달청,국토교통부 서울지방국토관리청 의정부국토관리사무소,일반(총액),2020/05/19 13:21(2020/05/26 10:00),,
용역,20200522505-00,일반,"2020제천한방바이오박람회 공식행사, 공연, 무대설치 및 운영 대행업체 선정  제안공모 공고",(재)제천한방바이오진흥재단,(재)제천한방바이오진흥재단,제한(총액)협상에의한계약,2020/05/19 13:19(-),,
용역,20200521648-00,일반,사곡면 신영3리(안양골) 소규모수도시설정비공사[2차분] 폐기물처리용역,충청남도 공주시,충청남도 공주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:16(2020/05/22 10:00),,
용역,20200522525-00,일반,함양군 폐기물 매립시설 2단계 조성사업 지반조사,한국환경공단,한국환경공단,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:15(2020/05/25 10:00),,
용역,20200520393-01,변경,한국생명공학연구원 대전본원 직원 출퇴근버스 임차운행 용역,한국생명공학연구원,한국생명공학연구원,제한(총액),2020/05/19 13:14(2020/05/27 10:00),,
용역,20200520012-00,일반,2020년 에너지원별 열량환산기준 및 국가 온실가스 배출계수 개발,조달청 부산지방조달청,한국에너지공단,수의(총액),2020/05/19 13:13(2020/05/20 16:00),,
용역,20200520021-00,일반,전국단위 급경사지 재해 위험평가 체계 구축,조달청 부산지방조달청,행정안전부 국립재난안전연구원,수의(총액),2020/05/19 13:13(2020/05/20 16:00),,
용역,20200522519-00,일반,경기글로벌게임센터 업무용 차량 장기 임차,(재)경기콘텐츠진흥원,(재)경기콘텐츠진흥원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:13(2020/05/26 15:00),,
용역,20200520035-00,일반,2020년 서해연안 갯녹음 실태조사,조달청 부산지방조달청,한국수산자원공단,수의(총액),2020/05/19 13:12(2020/05/20 16:00),,
용역,20200520045-00,일반,원자력안전및방재연구소 용접부 특수 환경 인장 및 피로 시험 분석 연구 용역,조달청 부산지방조달청,부산대학교 산학협력단,수의(총액),2020/05/19 13:11(2020/05/20 16:00),,
용역,20200520167-00,일반,2020년 산업공정 분야 국가 온실가스 인벤토리 구축,조달청 부산지방조달청,한국에너지공단,수의(총액),2020/05/19 13:10(2020/05/20 16:00),,
용역,20200520001-00,일반,2020년 에너지 온실가스 기술시스템 분석모형 고도화 연구,조달청 부산지방조달청,한국에너지공단,수의(총액),2020/05/19 13:10(2020/05/26 12:00),,
용역,20200522506-00,일반,2020년 호계천 준설사업 폐기물처리 용역,부산광역시 강서구,부산광역시 강서구,제한(총액),2020/05/19 13:09(2020/05/25 12:00),,
용역,20200522114-00,일반,단양초 외부환경개선공사 설계용역 수의 견적 공고,충청북도교육청 충청북도단양교육지원청,충청북도교육청 충청북도단양교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 13:00(2020/05/25 10:00),,
용역,20200522342-00,일반,2020년 공간정보시스템 기능개선 사업 용역,조달청 인천지방조달청,경기도 화성시,제한(총액)협상에의한계약,2020/05/19 13:00(2020/06/02 10:00),,
용역,20200522495-00,긴급,2020년 빅데이터 활용 중소기업 마케팅 지원사업 컨설팅 용역,재단법인강원테크노파크,재단법인강원테크노파크,제한(총액)협상에의한계약,2020/05/19 12:56(-),,
용역,20200522489-00,일반,자동차 부품산업 실태조사 및 구조진단,한국자동차연구원,한국자동차연구원,일반(총액)협상에의한계약,2020/05/19 12:55(-),,
용역,20200522492-00,일반,AI DATA INSIGHT 콘텐츠 기획 및 웹진 제작,한국정보화진흥원,한국정보화진흥원,제한(총액)협상에의한계약,2020/05/19 12:52(2020/06/02 10:00),,
용역,20200522041-00,긴급,[긴급]영희초 외 7교 정밀안전점검용역,서울특별시교육청 서울특별시강남서초교육지원청,서울특별시교육청 서울특별시강남서초교육지원청,제한경쟁,2020/05/19 12:40(2020/05/26 15:00),,
용역,E112000050-00,일반,EMS SCED 선로과부하 해소용 발전 및 송전제어 통합알고리즘 개발 용역,한국전력거래소,재무경영팀,일반(총액),2020/05/19 12:38(2020/06/02 14:00),,
용역,20200522477-00,일반,대전보훈병원 시외 셔틀버스 임대노선(12군/서천)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 12:33(2020/05/22 10:00),,
용역,20200522473-00,일반,대전보훈병원 시외 셔틀버스 임대노선(11군/당진)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 12:28(2020/05/22 10:00),,
용역,20200522470-00,일반,대전보훈병원 시외 셔틀버스 임대노선(10군/공주)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 12:24(2020/05/22 10:00),,
용역,20200521398-00,긴급,구 건축물대장 DB 구축사업 용역,조달청 광주지방조달청,전라남도 영광군,제한(총액)협상에의한계약,2020/05/19 12:24(2020/06/04 10:00),,
용역,E012004520-00,일반,2020년 상반기 영월지사 배전전주 특별점검 진단용역,한국전력공사,재무자재부,제한(총액),2020/05/19 12:23(2020/05/27 10:00),,
용역,20200522467-00,일반,대전보훈병원 시외 셔틀버스 임대노선(9군/논산)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 12:18(2020/05/22 10:00),,
용역,20200522465-00,일반,대전보훈병원 시외 셔틀버스 임대노선(8군/부여)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 12:14(2020/05/22 10:00),,
용역,20200522464-00,일반,2020년 한국만화박물관 수장고 유물 DB화 용역,재단법인 한국만화영상진흥원,재단법인 한국만화영상진흥원,제한(총액)협상에의한계약,2020/05/19 12:13(-),,
용역,20200522462-00,일반,대전보훈병원 시외 셔틀버스 임대노선(7군/제천충주)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 12:10(2020/05/22 10:00),,
용역,20200522457-00,일반,2020년 웹툰아카이브 DB 구축용역,재단법인 한국만화영상진흥원,재단법인 한국만화영상진흥원,제한(총액)협상에의한계약,2020/05/19 12:06(-),,
용역,20200522460-00,일반,대전보훈병원 시외 셔틀버스 임대노선(6군/보령)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 12:05(2020/05/22 10:00),,
용역,20200522236-00,일반,(가칭)감일2초 신축공사 건설사업관리용역,조달청,경기도교육청 경기도광주하남교육지원청,"일반경쟁(용역,PQ)",2020/05/19 12:05(2020/06/12 10:00),,
용역,20200522449-00,일반,대구동부고 2020학년도 시설관리 용역 소액수의 견적제출 안내 공고,대구광역시교육청 대구동부고등학교,대구광역시교육청 대구동부고등학교,제한(총액),2020/05/19 12:03(2020/05/22 14:00),,
용역,20200522454-00,일반,대전보훈병원 시외 셔틀버스 임대노선(5군/청양공주)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 12:01(2020/05/22 10:00),,
용역,20200522450-00,일반,대전보훈병원 시외 셔틀버스 임대노선(4군/아산)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 11:56(2020/05/22 10:00),,
용역,20200522444-00,일반,대전보훈병원 시외 셔틀버스 임대노선(3군/아산천안)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 11:52(2020/05/22 10:00),,
용역,20200522092-00,긴급,사이버 보안관제 운영 용역,한국수출입은행,한국수출입은행,제한(총액)협상에의한계약,2020/05/19 11:50(2020/06/01 16:00),,
용역,20200522432-00,일반,대전보훈병원 시외 셔틀버스 임대노선(2군/홍성예산)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 11:47(2020/05/22 10:00),,
용역,20200522419-00,일반,건축설계 제안공모 공고(행복도시 어울림 플랫폼 아이누리플라자 건립),경상북도 포항시,경상북도 포항시,제한경쟁,2020/05/19 11:44(2020/06/05 14:00),,
용역,20200518306-01,변경,사회맞춤형 학과중점형 광고대행(협상에 의한 계약) 입찰 공고(정정공고),부산과학기술대학교 산학협력단,부산과학기술대학교 산학협력단,일반(총액)협상에의한계약,2020/05/19 11:40(-),,
용역,20200522388-00,일반,고덕육갑문 실시설계용역,서울특별시 강동구,서울특별시 강동구,제한경쟁,2020/05/19 11:34(2020/05/25 10:00),,
용역,20200522314-01,변경,인천대학교 홈페이지 유지보수(6월~7월),인천대학교,인천대학교,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 11:31(2020/05/25 14:00),,
용역,20200522023-00,일반,2020년 지하수사업 대수성시험 단가계약(2차) 용역,한국농어촌공사 전남지역본부,한국농어촌공사 전남지역본부,수의(총액)소액수의,2020/05/19 11:31(2020/05/26 10:00),,
용역,20200522313-00,일반,율전중 체육관 및 급식실 증축 소방공사 감리용역,경기도교육청 경기도수원교육지원청,경기도교육청 경기도수원교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 11:30(2020/05/25 10:00),,
용역,20200522202-00,긴급,부품단종관리 정보체계 구축사업 감리용역,조달청 경남지방조달청,국방기술품질원,제한(총액)협상에의한계약,2020/05/19 11:30(2020/06/03 12:00),,
용역,20200522184-00,일반,이서고등학교 내진보강성능평가 용역 입찰 건.,경상북도교육청 이서고등학교,경상북도교육청 이서고등학교,제한경쟁,2020/05/19 11:29(2020/05/25 14:00),,
용역,20200522380-00,일반,주택건설공사 감리자(건축) 모집공고(센트럴시티서희스타힐스 지역주택조합 아파트 신축공사),광주광역시 북구,광주광역시 북구,일반경쟁,2020/05/19 11:26(2020/05/29 14:00),,
용역,20200522379-00,일반,성건동 화랑아파트 철거공사 폐목재 처리 및 운반(재공고),경상북도 경주시,경상북도 경주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 11:26(2020/05/25 10:00),,
용역,20200522376-00,일반,남한강 어우름길 건축물 해체공사 폐기물처리용역,충청북도 단양군,충청북도 단양군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 11:26(2020/05/25 12:00),,
용역,20200522381-00,일반,운문지구(지촌동경) 농어촌생활용수개발사업 폐기물처리용역,경상북도 청도군,경상북도 청도군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 11:25(2020/05/25 10:00),,
용역,20200522179-00,긴급,2020년 한국수어 활용 조사,조달청 서울지방조달청,문화체육관광부 국립국어원,수의(총액),2020/05/19 11:25(2020/05/22 16:00),,
용역,20200522239-00,긴급,환경분야 국가표준관리시스템 개선,조달청 서울지방조달청,한국환경산업기술원,수의(총액),2020/05/19 11:24(2020/05/22 16:00),,
용역,E012004517-00,일반,2020년 동서울전력지사 관내 변전소 청소용역,한국전력공사,재무자재부,제한(총액),2020/05/19 11:23(2020/05/27 13:00),,
용역,20200521745-00,긴급,한국출판문화산업진흥원 정보시스템 통합 유지관리사업,조달청,한국출판문화산업진흥원,제한(총액)협상에의한계약,2020/05/19 11:21(2020/06/16 14:00),,
용역,20200522344-00,일반,조세불복추진을 위한 세무대리인 선정,한국투자공사,한국투자공사,제한(총액)협상에의한계약,2020/05/19 11:21(-),,
용역,20200522348-00,일반,20년 건전하고 품위있는 친자연적 장례문화 교육기념품 제작배송,재단법인 한국장례문화진흥원,재단법인 한국장례문화진흥원,수의(총액)소액수의,2020/05/19 11:21(2020/05/25 10:00),,
용역,20200522356-00,일반,무선전력전송기술센터 WPC(Qi) 국제규격 인증장비 검교정 용역,재단법인 경북테크노파크,재단법인 경북테크노파크,수의(총액)소액수의,2020/05/19 11:20(2020/05/22 12:00),,
용역,20200520455-01,변경,수산물 비관세장벽 모니터링,한국해양수산개발원,한국해양수산개발원,일반(총액)협상에의한계약,2020/05/19 11:20(-),,
용역,20200520871-01,취소,[사업수행능력평가서 제출안내 공고] 효자~상원간 도로건설공사 건설사업관리용역,경상북도,경상북도,일반경쟁,2020/05/19 11:20(-),,
용역,20200522349-00,일반,운문지구(마일2리괴기) 농어촌생활용수개발사업 폐기물처리용역,경상북도 청도군,경상북도 청도군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 11:18(2020/05/25 10:00),,
용역,20200521801-00,긴급,영동산업단지 주변마을 지방상수도 확장사업 폐기물처리용역 입찰 안내 공고,충청북도 영동군,충청북도 영동군,일반(총액),2020/05/19 11:15(2020/05/25 12:00),,
용역,20200522334-00,일반,원자로 모델 시험부 FIV평가 1SE,한국원자력연구원,한국원자력연구원,제한(총액)규격가격동시,2020/05/19 11:14(2020/05/27 11:00),,
용역,20200520682-01,변경,부산세관 청사 리모델링 건축기획 및 기본계획 수립 용역,관세청 부산세관,관세청 부산세관,제한(총액)협상에의한계약,2020/05/19 11:13(2020/05/29 17:00),,
용역,20200522324-00,긴급,부산진시장 한복특화 디자인 환경 조성사업,부산진시장문화관광형시장육성사업단,부산진시장문화관광형시장육성사업단,제한(총액)협상에의한계약,2020/05/19 11:11(-),,
용역,20200522321-00,일반,대전보훈병원 시외 셔틀버스 임대노선(1군/서산)용역,한국보훈복지의료공단 대전보훈병원,한국보훈복지의료공단 대전보훈병원,제한(총액),2020/05/19 11:09(2020/05/22 10:00),,
용역,20200511403-00,긴급,옥천고등학교 운동장 폐기물(폐인조잔디) 처리용역,충청북도 옥천군 체육시설사업소,충청북도 옥천군 체육시설사업소,제한(총액),2020/05/19 11:05(2020/05/26 14:00),,
용역,2001777-00,일반,인천계양 공공주택지구 토질조사용역,한국토지주택공사,한국토지주택공사,제한경쟁,2020/05/19 11:05(2020/08/13 10:00),,
용역,20200522061-00,일반,어르신 국어문화 프로그램 강사 양성 방안 연구,조달청 서울지방조달청,문화체육관광부 국립국어원,수의(총액),2020/05/19 11:03(2020/05/26 12:00),,
용역,20200521491-01,취소,2020년 공유재산 실태조사 용역,충청남도 보령시,충청남도 보령시,제한경쟁,2020/05/19 11:02(2020/05/25 10:00),,
용역,20200522036-00,일반,2020년 농식품 해외정보 조사 및 FTA활용정보 수집·분석,농림수산식품교육문화정보원,농림수산식품교육문화정보원,일반(총액)협상에의한계약,2020/05/19 11:02(2020/06/01 11:00),,
용역,20200522103-01,변경,2020년 상해보험 가입,항공보안 파트너스 주식회사,항공보안 파트너스 주식회사,일반(총액),2020/05/19 11:02(2020/05/22 10:00),,
