업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),,
용역,2020-02-000282-00,일반,인덕원~동탄 복선전철 제11공구 지반조사 용역,한국철도시설공단,한국철도시설공단,제한경쟁,2020/05/13 17:27(2020/06/16 13:00),,
용역,2020-02-000296-00,일반,인덕원~동탄 복선전철 제12공구 지반조사 용역,한국철도시설공단,한국철도시설공단,제한경쟁,2020/05/13 17:27(2020/06/16 13:00),,
용역,20200515176-00,일반,해양경찰교육원 가상구조 훈련 시스템 유지관리 용역,조달청 광주지방조달청,해양경찰청 해양경찰교육원,제한(총액)협상에의한계약,2020/05/13 17:27(2020/05/29 10:00),,
용역,20200515510-00,긴급,원덕도서관 철거 건설폐기물 처리용역,강원도 삼척시,강원도 삼척시,제한(총액),2020/05/13 17:26(2020/05/19 10:00),,
용역,20200515474-00,긴급,한탄강 문화광장 경관조명 설치공사 기본 및 실시설계용역,경기도 포천시,경기도 포천시,제한경쟁,2020/05/13 17:25(2020/05/20 10:00),,
용역,20200515470-00,일반,보림초등학교 등 2교(하단초) 태양광발전장치 감리용역,부산광역시교육청 부산광역시서부교육지원청,부산광역시교육청 부산광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:23(2020/05/19 10:00),,
용역,20200515036-00,일반,기관 대표 누리집(홈페이지) 2차 개편,조달청 충북지방조달청,한국소비자원,제한(총액)협상에의한계약,2020/05/13 17:22(2020/05/27 10:00),,
용역,20200515485-00,일반,무선신호 점검도구용 사용자 인터페이스 소프트웨어 제작,국가보안기술연구소,국가보안기술연구소,제한(총액)협상에의한계약,2020/05/13 17:21(2020/06/01 11:30),,
용역,20200515395-00,일반,울산광역시 남구 도로대장(소로1류) 전산화 용역,울산광역시 남구,울산광역시 남구,수의(총액)소액수의,2020/05/13 17:20(2020/05/19 10:00),,
용역,20200515480-00,일반,태봉천 하천재해예방사업 환경모니터링 용역,전라남도,전라남도,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:20(2020/05/19 10:00),,
용역,9222572-00,일반,구로차량기지 등 3개소 입출고 검사용 영상감시설비 신설공사 책임감리용역,한국철도공사,한국철도공사,수의(총액),2020/05/13 17:19(2020/05/19 10:00),,
용역,20200515478-00,일반,2020년 해양환경공단 업무용 차량 자동차보험 가입,해양환경공단,해양환경공단,일반(총액),2020/05/13 17:19(2020/05/21 10:00),,
용역,20200514965-00,일반,2020년 상반기 5~8호선 지상환기구 환경정비 용역,서울교통공사,서울교통공사,제한(총액),2020/05/13 17:18(2020/05/21 10:00),,
용역,20200515477-00,일반,양산단층대 내부변형특성 파악을 위한 수평시추-물리검층 종합 조사 용역,한국지질자원연구원,한국지질자원연구원,제한(총액)협상에의한계약,2020/05/13 17:17(2020/05/27 10:00),,
용역,20200515429-01,취소,무선신호 점검도구용 사용자 인터페이스 소프트웨어 제작,국가보안기술연구소,국가보안기술연구소,제한(총액)협상에의한계약,2020/05/13 17:16(2020/06/01 11:30),,
용역,20200513360-00,일반,2020 경북 게임인 양성 프로그램 기획 및 운영 용역,조달청 대구지방조달청,재단법인 경북테크노파크,제한(총액)협상에의한계약,2020/05/13 17:16(2020/06/03 10:00),,
용역,20200514352-00,일반,축산물 이력제도 활성화를 위한 제도개선 방안 연구 용역,조달청 대전지방조달청,축산물품질평가원,제한(총액)협상에의한계약,2020/05/13 17:16(2020/05/26 10:00),,
용역,20200514557-00,일반,의생명진료연구동 건립공사 건설사업관리(상주감리) 용역,충북대학교병원,충북대학교병원,실적,2020/05/13 17:16(2020/06/11 12:00),,
용역,20200515468-00,일반,사이버 예방보안 훈련 플랫폼 확장 개발,국가보안기술연구소,국가보안기술연구소,제한(총액)협상에의한계약,2020/05/13 17:16(2020/06/01 11:30),,
용역,20200515231-00,일반,처인구 역북동 270-13번지 일원 노후관 정비공사 폐기물처리용역,경기도 용인시,경기도 용인시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:15(2020/05/20 10:00),,
용역,20200515363-00,일반,2020년도 화성종합경기타운 비점오염원 저감시설 유지관리 용역 소액수의 견적제출 공고,화성도시공사,화성도시공사,수의(총액)소액수의,2020/05/13 17:14(2020/05/19 10:00),,
용역,20200515456-00,일반,2020년 영산강 부유쓰레기 위탁처리 용역(단가계약),전라남도 영암군,전라남도 영암군,제한(단가),2020/05/13 17:13(2020/05/19 10:00),,
용역,20200515441-00,일반,서운동 소로 1-17호선 도로개설공사 실시설계 용역,인천광역시 계양구,인천광역시 계양구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:13(2020/05/19 10:00),,
용역,20200515061-00,일반,국립여수해양기상과학관 신축공사 설계용역,조달청,기상청 광주지방기상청,수의(설계공모),2020/05/13 17:13(-),,
용역,20200515453-00,일반,의사결정지원 및 해양예측 자료 표출 시스템 개발 용역,한국해양과학기술원,한국해양과학기술원,제한(총액)협상에의한계약,2020/05/13 17:12(2020/05/25 10:00),,
용역,20200515399-00,일반,경산동부초등학교 다목적강당 및 급식소 증축 기타 전기분야 설계용역,경상북도교육청 경상북도경산교육지원청,경상북도교육청 경상북도경산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:12(2020/05/19 10:00),,
용역,20200515101-00,일반,가칭) 무릉유치원 신축공사 설계용역,조달청,경상남도교육청 경상남도창원교육지원청,수의(설계공모),2020/05/13 17:12(-),,
용역,20200515442-00,일반,예산군 공공하수처리시설 통합관리시스템 유지관리용역,(주)티에스케이워터,(주)티에스케이워터,제한(총액),2020/05/13 17:12(2020/05/18 11:00),,
용역,20200514625-00,긴급,강림3리 월대교(강림리도204호) 재가설공사 건설폐기물처리용역,강원도 횡성군,강원도 횡성군,제한(총액),2020/05/13 17:12(2020/05/19 12:00),,
용역,20200515440-00,긴급,군북초등학교 보행로 개설공사 폐기물처리용역,경상남도 함안군,경상남도 함안군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:12(2020/05/19 12:00),,
용역,20200515018-00,일반,e시스템 노후장비 교체 사업,조달청 인천지방조달청,해양경찰청,제한(총액)협상에의한계약,2020/05/13 17:11(2020/05/26 14:00),,
용역,20200514980-00,일반,아프리카 돼지열병(ASF) 차폐실험동 신축공사 설계용역,조달청,농림축산식품부 농림축산검역본부,일반(본청),2020/05/13 17:11(2020/06/16 10:00),,
용역,20200507211-01,변경,2020회계연도 서울에너지공사 회계감사 용역,서울에너지공사,서울에너지공사,제한(총액)협상에의한계약,2020/05/13 17:11(2020/05/26 16:00),,
용역,20200515438-00,일반,주요장치 정보관리시스템 개발 용역,국가보안기술연구소,국가보안기술연구소,제한(총액)협상에의한계약,2020/05/13 17:10(2020/06/01 11:30),,
용역,20200511537-01,취소,2020 서울시 보건소 및 시민건강관리센터 이용자 만족도 조사,서울특별시공공보건의료재단,서울특별시공공보건의료재단,제한(총액)협상에의한계약,2020/05/13 17:09(2020/05/22 11:00),,
용역,20200514797-00,일반,군자B2S(트랙머신) 수선 용역,서울교통공사,서울교통공사,제한(총액),2020/05/13 17:09(2020/05/21 10:00),,
용역,20200515437-00,긴급,스마트운전평가시스템 효과분석 연구용역,사단법인한국자동차환경협회,사단법인한국자동차환경협회,제한(총액)협상에의한계약,2020/05/13 17:09(2020/05/20 16:00),,
용역,20200514610-00,일반,DNA감정장비 유지관리 용역(91대),조달청 서울지방조달청,경찰청,수의(총액)제조공급자 설치조립,2020/05/13 17:06(2020/05/15 15:00),,
용역,2001718-00,일반,(재공고)2020년 COMPAS(콤파스) 운영 및 유지관리 용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/13 17:05(2020/05/25 16:00),,
용역,20200515401-00,일반,침출수처리장 계측시스템 정비 및 보수 용역(재공고),수도권매립지관리공사,수도권매립지관리공사,제한(총액),2020/05/13 17:04(2020/05/18 10:00),,
용역,20200515116-01,변경,2020년 철원군보건소 방역소독 민간위탁용역 수의계약 견적제출 공고(제4지역),강원도 철원군 보건소,강원도 철원군 보건소,수의(단가)소액수의,2020/05/13 17:03(2020/05/18 12:00),,
용역,20200515371-00,긴급,2020학년도 취업성공 사관학교 프로그램 위탁,조선대학교,조선대학교,제한(총액)협상에의한계약,2020/05/13 17:03(-),,
용역,20200513192-01,취소,도원사거리일원 하수도정비 중점관리지역 정비사업 토질조사 용역,전라남도 여수시 상하수도사업단 하수도과,전라남도 여수시 상하수도사업단 하수도과,제한경쟁,2020/05/13 17:03(2020/05/20 14:00),,
용역,9222560-00,일반,경부선 의왕역 등 2역 영상감시설비 개량 기타공사 책임감리용역,한국철도공사,한국철도공사,수의(총액),2020/05/13 17:03(2020/05/19 10:00),,
용역,20200515409-00,일반,"호남선, 남해안선 순환체계 확립 사전타당성조사 연구용역",전라남도,전라남도,제한(총액)협상에의한계약,2020/05/13 17:02(2020/06/03 17:00),,
용역,20200515417-00,일반,용인도시계획도로(포곡) 소2-108호 개설공사 GIS DB 구축용역,경기도 용인시 처인구,경기도 용인시 처인구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:02(2020/05/19 10:00),,
용역,20200514888-01,변경,2020년 철원군보건소 방역소독 민간위탁용역 수의계약 견적제출 공고(제3지역),강원도 철원군 보건소,강원도 철원군 보건소,수의(단가)소액수의,2020/05/13 17:02(2020/05/18 12:00),,
용역,20200515002-00,일반,대구제일중학교 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:01(2020/05/19 10:00),,
용역,20200514784-02,변경,2020년 철원군보건소 방역소독 민간위탁용역 수의계약 견적제출 공고(제2지역),강원도 철원군 보건소,강원도 철원군 보건소,수의(단가)소액수의,2020/05/13 17:01(2020/05/18 12:00),,
용역,20200515016-00,일반,범물중학교 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:00(2020/05/19 10:00),,
용역,20200514500-00,일반,"2020년 지하도상가 정밀안전진단 및 정밀안전점검, 내진성능평가 용역",인천시설공단,인천시설공단,지명경쟁,2020/05/13 17:00(2020/05/21 10:00),,
용역,20200515029-00,일반,대구명덕초등학교 외 1교(서촌초) 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 17:00(2020/05/19 10:00),,
용역,B5202001510-00,일반,가축분뇨의 녹조 원인물질 제거 시스템 효과분석 및 정책개선방안 연구용역,한국수자원공사,한국수자원공사 안동권지사,제한경쟁,2020/05/13 17:00(2020/05/25 13:00),,
용역,20200515167-00,일반,2020년 호텔인터시티 재산종합보험가입,호텔인터시티,호텔인터시티,제한(총액),2020/05/13 16:59(2020/05/22 11:00),,
용역,20200514805-01,변경,2020년 철원군보건소 방역소독 민간위탁용역 수의계약 견적제출 공고(제1지역),강원도 철원군 보건소,강원도 철원군 보건소,수의(단가)소액수의,2020/05/13 16:59(2020/05/18 12:00),,
용역,20200513907-00,일반,송정지구 도시개발사업 토양오염정화 용역,경기도 광주시,경기도 광주시,일반경쟁,2020/05/13 16:59(2020/05/19 10:00),,
용역,20200515039-00,일반,대구효신초등학교 외 7교 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:59(2020/05/19 10:00),,
용역,20200515052-00,일반,대구효목초등학교 외 4교 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:58(2020/05/19 10:00),,
용역,20200515398-00,일반,강원대학교병원 음압격리병동(국가지정입원치료병상) 시설물 유지관리 용역 소액수의 견적제출,강원대학교병원,강원대학교병원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:58(2020/05/19 10:00),,
용역,20200515060-00,일반,대구매호초등학교 외 4교 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:57(2020/05/19 10:00),,
용역,20200515397-00,긴급,영북면 산정리 농어촌생활용수 개발사업 기본 및 실시설계용역,경기도 포천시 안전도시국 상하수과,경기도 포천시 안전도시국 상하수과,일반경쟁,2020/05/13 16:57(-),,
용역,20200515392-00,일반,"모동초등학교 외 3교(주례중,명호중,명호고) 태양광발전 설치 전기공사 감리용역",부산광역시교육청 부산광역시북부교육지원청,부산광역시교육청 부산광역시북부교육지원청,수의(총액)소액수의,2020/05/13 16:56(2020/05/19 10:00),,
용역,20200515065-00,일반,대구매동초등학교 외 3교 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:56(2020/05/19 10:00),,
용역,20200515075-00,일반,대구만촌초등학교 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:55(2020/05/19 10:00),,
용역,20200515091-00,일반,대구동촌초등학교 외 1교(종로초) 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:54(2020/05/19 10:00),,
용역,20200515372-00,긴급,[긴급]명지초 교실 증축공사 설계용역,충청북도교육청 충청북도제천교육지원청,충청북도교육청 충청북도제천교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:54(2020/05/19 10:00),,
용역,20200515380-00,일반,용인도시계획도로(모현) 소1-21호 개설공사 폐기물처리용역,경기도 용인시 처인구,경기도 용인시 처인구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:53(2020/05/19 10:00),,
용역,20200515382-00,일반,제9회 빛고을핸드메이드페어 전시대행 용역,재단법인광주디자인진흥원,재단법인광주디자인진흥원,제한(총액)협상에의한계약,2020/05/13 16:53(-),,
용역,20200515369-00,일반,공단 현장사업부서 작업환경측정 용역,한국교통안전공단,한국교통안전공단,제한(총액),2020/05/13 16:51(2020/05/20 12:00),,
용역,20200514686-00,일반,디지털증거 통합관리시스템 구축사업_감리 용역,조달청 서울지방조달청,경찰청,제한(총액)협상에의한계약,2020/05/13 16:50(2020/05/27 10:00),,
용역,20200515126-00,일반,사업장 생활계 폐기물 위탁처리 용역,한국보훈복지의료공단 대구보훈병원,한국보훈복지의료공단 대구보훈병원,제한(총액),2020/05/13 16:49(2020/05/21 10:00),,
용역,20200514294-00,일반,식품산업클러스터 개발사업 조사설계용역,조달청,대구도시공사,"일반경쟁(용역,PQ)",2020/05/13 16:46(2020/06/03 10:00),,
용역,20200515358-00,일반,농업인교육장 및 청사 리모델링 공사 설계용역,경상북도 성주군 농업기술센터,경상북도 성주군 농업기술센터,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:45(2020/05/19 10:00),,
용역,20200515333-00,긴급,2020년 구미시 공유재산 실태조사 및 DB구축 용역,경상북도 구미시,경상북도 구미시,제한경쟁,2020/05/13 16:44(2020/05/19 10:00),,
용역,20200515275-00,일반,백운초등학교 외 1교(양동여중) 태양광발전장치 감리용역,부산광역시교육청 부산광역시남부교육지원청,부산광역시교육청 부산광역시남부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:44(2020/05/19 10:00),,
용역,KNOC2020050090-00,일반,2020년도 지하비축기지 수리지구화학 특성연구용역,한국석유공사,한국석유공사 본사,제한(총액),2020/05/13 16:44(2020/05/21 11:00),,
용역,20200514911-00,일반,클라우드 기반 통합자료관리시스템 고도화 사업,조달청 서울지방조달청,문화체육관광부 국립중앙도서관,수의(총액),2020/05/13 16:43(2020/05/14 14:30),,
용역,20200515265-00,일반,용호초등학교 외 1교(용문중) 태양광발전장치 감리용역,부산광역시교육청 부산광역시남부교육지원청,부산광역시교육청 부산광역시남부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:42(2020/05/19 10:00),,
용역,20200514870-00,일반,"(용역)임산물의 해충에 대한 살충제 약효,약해 시험",조달청 서울지방조달청,산림청 국립산림과학원,수의(총액),2020/05/13 16:42(2020/05/14 11:00),,
용역,20200510129-00,긴급,AI-Matching 성인학습자 교육과정 추천시스템 구축,조달청 대구지방조달청,한국정보화진흥원,제한(총액)협상에의한계약,2020/05/13 16:42(2020/06/16 10:00),,
용역,20200514809-00,긴급,울주군 덕현리 사면붕괴 위험지역 정밀안전진단 및 실시설계 용역,울산광역시 울주군,울산광역시 울주군,지명경쟁,2020/05/13 16:42(2020/05/19 10:00),,
용역,9222548-00,일반,안산선 한대앞역 등 3역 영상감시설비 개량 기타공사 책임감리용역,한국철도공사,한국철도공사,수의(총액),2020/05/13 16:41(2020/05/19 10:00),,
용역,20200514542-00,일반,"경남공업고등학교 노후전등교체 및 기타 전기, 통신공사 설계용역",부산광역시교육청 부산광역시남부교육지원청,부산광역시교육청 부산광역시남부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:40(2020/05/19 10:00),,
용역,20200514055-00,일반,"남북산림협력 분야별 기술체계 정립 1(양묘, 산림병해충)",산림청,산림청,제한(총액)협상에의한계약,2020/05/13 16:39(2020/05/25 11:00),,
용역,20200515303-00,일반,병원 홈페이지 유지보수 및 업그레이드 용역사업,서울대학교병원,서울대학교병원,제한(총액)협상에의한계약,2020/05/13 16:37(2020/05/25 10:00),,
용역,20200515235-00,일반,구례군 노후정수장 정비사업 특허 및 신기술 제안 (재)공고,전라남도 구례군 상하수도사업소,전라남도 구례군 상하수도사업소,일반(총액)2단계경쟁,2020/05/13 16:37(-),,
용역,20200514053-00,일반,남북산림협력 활성화를 위한 전문가 지식 아카이브 구축,산림청,산림청,제한(총액)협상에의한계약,2020/05/13 16:37(2020/05/25 11:00),,
용역,20200515311-00,일반,사이버사기 탐지 대응 정보공유 자동화 기능 개발,한국인터넷진흥원,한국인터넷진흥원,제한(총액)협상에의한계약,2020/05/13 16:36(-),,
용역,20200407223-01,취소,2020 충북콘텐츠코리아랩 캐릭터콘 교육프로그램 운영 용역 제안 공모 입찰(재공고),(재)청주시문화산업진흥재단,(재)청주시문화산업진흥재단,제한(총액)협상에의한계약,2020/05/13 16:36(2020/04/22 10:00),,
용역,20200515319-00,일반,제주시가축분뇨공공처리시설(우선시공분)건설폐기물(혼합건설폐기물)처리용역,한국환경공단 호남권지역본부,한국환경공단 호남권지역본부,수의(총액)소액수의,2020/05/13 16:36(2020/05/19 10:00),,
용역,20200515308-00,일반,강원일자리정보망 시스템 고도화 용역,강원도,강원도,제한(총액)협상에의한계약,2020/05/13 16:32(-),,
용역,20200515301-00,일반,2020 당진문화예술 데이터베이스 조사사업 용역,(재)당진문화재단,(재)당진문화재단,제한(총액)협상에의한계약,2020/05/13 16:32(-),,
용역,20200515302-00,긴급,심곡3리 급수취약지역 상수도 보급사업 GIS DB 구축용역,경기도 포천시 안전도시국 상하수과,경기도 포천시 안전도시국 상하수과,제한경쟁,2020/05/13 16:30(2020/05/18 10:00),,
용역,20200514905-00,일반,2020년 숲가꾸기 사업 감리 용역,경기도 경기도산림환경연구소,경기도 경기도산림환경연구소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:30(2020/05/19 16:00),,
용역,20200514816-00,긴급,고창~내장IC(3공구) 지방도 확포장공사 실시설계(보완)용역(PQ후 가격입찰),전라북도,전라북도,일반경쟁,2020/05/13 16:30(2020/05/19 12:00),,
용역,20200515297-00,일반,화병 한의표준임상진료지침을 활용한 CP(표준임상경로)개발 연구,한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/13 16:30(2020/05/25 14:00),,
용역,20200514603-00,긴급,2020년 화성시 지능형교통체계(ITS) 구축사업 용역,조달청 인천지방조달청,경기도 화성시,제한(총액)협상에의한계약,2020/05/13 16:27(2020/06/09 10:00),,
용역,20200515257-00,일반,창원시 문화재 실태조사 및 정비계획 용역,경상남도 창원시,경상남도 창원시,제한(총액)협상에의한계약,2020/05/13 16:26(-),,
용역,20200515069-00,일반,대촌천배수문 정밀안전점검 용역,광주광역시 남구,광주광역시 남구,제한경쟁,2020/05/13 16:26(2020/05/21 10:00),,
용역,20200515282-00,긴급,가좌사업소 내진성능평가 용역,인천환경공단,인천환경공단,제한경쟁,2020/05/13 16:26(2020/05/20 10:00),,
용역,20200514977-00,일반,아산시 행정포털 고도화 재구축 용역사업,조달청 대전지방조달청,충청남도 아산시,수의(총액),2020/05/13 16:25(2020/05/15 16:00),,
용역,20200515058-00,일반,국내 이러닝/에듀테크 산업 생태계 기획 조사 및 포럼 운영 용역,조달청 충북지방조달청,정보통신산업진흥원,제한(총액)협상에의한계약,2020/05/13 16:25(2020/05/26 10:00),,
용역,20200515269-00,일반,수족냉증 한의표준임상진료지침을 활용한 CP(표준임상경로)개발 연구,한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/13 16:24(2020/05/25 14:00),,
용역,20200515087-00,일반,문화정보도서관 리모델링 실시설계 용역,광주광역시 남구,광주광역시 남구,제한경쟁,2020/05/13 16:23(2020/05/21 10:00),,
용역,20200515243-00,일반,의성군 행정역량 강화를 위한 조직진단 연구용역(협상에 의한 계약),경상북도 의성군,경상북도 의성군,일반(총액)협상에의한계약,2020/05/13 16:22(-),,
용역,20200515215-00,일반,2020년 평택항 항만배후단지(1단계)조경관리 용역,경기평택항만공사,경기평택항만공사,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:21(2020/05/19 16:30),,
용역,20200515249-00,일반,치매 한의표준임상진료지침을 활용한 CP(표준임상경로)개발 연구,한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/13 16:20(2020/05/25 14:00),,
용역,20200507727-01,변경,해파리 방지막 설치 및 관리 용역,충청남도 당진시,충청남도 당진시,제한경쟁,2020/05/13 16:19(2020/05/15 17:30),,
용역,20200506932-01,변경,경기융합타운 지하주차장(융합5-2부지) 건설공사 안전점검 수행기관 지정공고,경기도시공사,경기도시공사,제한경쟁,2020/05/13 16:19(2020/05/21 10:00),,
용역,20200515240-00,일반,2020년 위탁형대리경영 덩굴제거사업 실시설계용역,거창군산림조합,거창군산림조합,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:17(2020/05/19 10:00),,
용역,20200514796-00,일반,범서 구영광장~점촌교간(중2-136호)확장공사 디자인개발 및 실시설계용역,울산광역시 울주군,울산광역시 울주군,제한경쟁,2020/05/13 16:17(2020/05/21 10:00),,
용역,20200515233-00,긴급,"달성군 소하천정비종합계획 전략환경영향평가 용역(화원,논공)",대구광역시 달성군,대구광역시 달성군,제한경쟁,2020/05/13 16:16(2020/05/19 10:00),,
용역,20200514650-00,일반,2020 유권자정치페스티벌 전시연출 및 행사운영,조달청 인천지방조달청,중앙선거관리위원회 사무처 선거연수원,일반(총액)협상에의한계약,2020/05/13 16:15(2020/05/26 10:00),,
용역,20200514226-00,일반,매립장사업소 지하수 연장허가 및 사후관리 용역,경상남도 진주시,경상남도 진주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:14(2020/05/19 10:00),,
용역,20200515228-00,긴급,2020년 시흥시민 자전거보험,경기도 시흥시,경기도 시흥시,일반(총액),2020/05/13 16:14(2020/05/19 10:00),,
용역,20200514011-00,긴급,청과동 옥상주차장 보수공사에 따른 건설폐기물 처리용역,조달청 서울지방조달청,구리농수산물공사,일반(총액),2020/05/13 16:12(2020/05/19 10:00),,
용역,20200513510-01,취소,(취소)사업수행능력평가서 제출 안내-송도국제도시 워터프런트 1단계 2공구 실시설계용역,인천광역시 경제자유구역청,인천광역시 경제자유구역청,일반경쟁,2020/05/13 16:12(-),,
용역,20200515226-00,일반,1층 한식 전문점 임대운영(46평:162㎡)(재공고),조선대학교병원,조선대학교병원,일반(단가),2020/05/13 16:12(-),,
용역,20200443105-02,변경,통합체육 수업 안내서 동영상 제작,대한장애인체육회,대한장애인체육회,제한(총액)협상에의한계약,2020/05/13 16:11(2020/05/21 10:00),,
용역,20200515104-00,긴급,SOK 전문지도자(발달장애인 체육지도자) 양성 연수용역,(사)스페셜올림픽코리아,(사)스페셜올림픽코리아,일반(총액)협상에의한계약,2020/05/13 16:08(-),,
용역,20200515171-00,일반,‘2020 두드림 페스티벌’ 대행업체 선정,(사)스페셜올림픽코리아,(사)스페셜올림픽코리아,일반(총액)협상에의한계약,2020/05/13 16:07(-),,
용역,20200514623-00,일반,기상R&D 출연 연구개발사업 종합분석 및 성과 조사·분석 용역,조달청 서울지방조달청,한국기상산업기술원,제한(총액)협상에의한계약,2020/05/13 16:07(2020/05/26 10:00),,
용역,20200514161-00,일반,김포 누산IC-제촌IC 도로확장공사 건설폐기물(혼합폐기물) 위탁처리용역,조달청 인천지방조달청,국토교통부 서울지방국토관리청,일반(총액),2020/05/13 16:06(2020/05/27 14:00),,
용역,20200515202-00,일반,스마트도시 특수목적법인(SPC) 설립 및 출자 타당성 검토 용역,경기도 부천시,경기도 부천시,수의(총액)소액수의,2020/05/13 16:05(2020/05/19 10:00),,
용역,2001716-00,일반,대구율하 도시첨단산업단지 사후환경영향조사(공사시) 용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/13 16:05(2020/05/21 12:00),,
용역,20200515026-00,일반,전남 (녹)차산업 발전 방안 연구 학술용역,전라남도,전라남도,수의(총액)소액수의,2020/05/13 16:04(2020/05/19 12:00),,
용역,20200515044-00,일반,2020년 방송·미디어 진흥 콘퍼런스 기획·개최,한국방송통신전파진흥원,한국방송통신전파진흥원,제한(총액)협상에의한계약,2020/05/13 16:03(2020/05/25 10:00),,
용역,20200515188-00,긴급,화성성역의궤와 복원목조건축물 비교 연구용역,경기도 수원시,경기도 수원시,제한(총액),2020/05/13 16:01(2020/05/20 10:00),,
용역,20200514999-00,일반,용역 입찰공고「인천1호선 검단연장선 1공구(우선시공분) 건설공사 폐기물처리용역 2차」,인천광역시 도시철도건설본부 관리부,인천광역시 도시철도건설본부 관리부,제한(총액),2020/05/13 16:00(2020/05/19 10:00),,
용역,20200515183-00,일반,2020년 도유림 산림경영계획 용역(산청지구),경상남도,경상남도 산림환경연구원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 16:00(2020/05/19 14:00),,
용역,B5202001485-00,일반,2020년 삼척시 지방상수도 현대화사업 누수탐사용역,한국수자원공사,한국수자원공사 강원지역협력단,제한경쟁,2020/05/13 16:00(2020/05/20 10:00),,
용역,20200515182-00,일반,"와동초 외 2교(송호초, 반월중) 외부환경 개선공사 설계용역",경기도교육청 경기도안산교육지원청,경기도교육청 경기도안산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 15:59(2020/05/19 10:00),,
용역,20200514974-01,변경,폐수처리설비 집수조 준설 용역,한라산업개발주식회사,한라산업개발주식회사,제한(단가),2020/05/13 15:59(2020/05/19 10:00),,
용역,20200512530-01,취소,2020년 영농폐기물 처리용역(단가계약),전라북도 김제시,전라북도 김제시,제한(단가),2020/05/13 15:57(2020/05/18 16:00),,
용역,20200515161-00,일반,2020년도 도시재생 뉴딜 마을관리협동조합 육성 지원 용역,국토교통부,국토교통부,수의(총액)일반수의,2020/05/13 15:54(2020/05/14 15:00),,
