업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),
용역,20200518357-01,변경,온실가스 감축기술 현행화 방안 조사 연구,환경부 온실가스종합정보센터,환경부 온실가스종합정보센터,제한(총액)협상에의한계약,2020/05/15 13:54(2020/05/26 10:00),
용역,20200467-01,변경,전력거래 무선계량시스템 HMI개발 인력지원,한전KDN(주),한전KDN(주),제한(총액)규격가격동시,2020/05/15 13:54(2020/05/25 15:00),
용역,20200518177-00,일반,대구경찰관기동대 청사 신축 설계용역,조달청,경찰청 대구광역시지방경찰청,수의(설계공모),2020/05/15 13:53(-),
용역,20200518243-00,일반,수체계시설 팔당관로 매설공사 감독권한대행 등 건설사업관리용역,조달청,경기도 김포시,"일반경쟁(용역,PQ)",2020/05/15 13:52(2020/06/05 10:00),
용역,20200518578-00,일반,가우도 서남해안 섬숲 생태복원사업 타당성평가 용역,전라남도 강진군,전라남도 강진군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:52(2020/05/21 10:00),
용역,20200517397-00,긴급,남해군 문화관광 홈페이지 전면개편 용역(협상에 의한 계약),조달청 경남지방조달청,경상남도 남해군,제한(총액)협상에의한계약,2020/05/15 13:52(2020/05/28 10:00),
용역,20200518573-00,일반,양산초외 1교(동산초) 본관동 내진보강 구조설계용역,경상남도교육청 경상남도양산교육지원청,경상남도교육청 경상남도양산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:51(2020/05/21 10:30),
용역,20200517937-00,긴급,학익배수지(증설)건설공사 건설폐기물처리용역,인천광역시 상수도사업본부,인천광역시 상수도사업본부,제한(총액),2020/05/15 13:50(2020/05/21 10:00),
용역,20200516772-00,긴급,모바일포렌식 도구(MFA) 구조 및 기능 개선,조달청 서울지방조달청,대검찰청,제한(총액)협상에의한계약,2020/05/15 13:49(2020/05/29 10:00),
용역,20200504060-00,긴급,불법촬영물 추적시스템 고도화,조달청 서울지방조달청,경찰청,제한(총액)협상에의한계약,2020/05/15 13:48(2020/05/29 10:00),
용역,20200518572-00,일반,2020년 산림조합중앙회 임직원건강검진,산림조합중앙회,산림조합중앙회,제한(총액)협상에의한계약,2020/05/15 13:48(-),
용역,20200518571-00,일반,제4차 광역교통시행계획 수립 연구(2차년도)연구의 부산울산권 O/D분석 및 사업성분석,재단법인 부산연구원,재단법인 부산연구원,제한(총액)협상에의한계약,2020/05/15 13:47(2020/05/27 17:00),
용역,E012004420-00,일반,2020년 인제지사 배전선로 열화상 진단용역,한국전력공사,재무자재부,제한(총액),2020/05/15 13:47(2020/05/25 10:00),
용역,20200518537-00,일반,2020년 고양시마을단위 LPG소형저장탱크 보급사업 설계 및 검측감리용역(고봉4통마을),고양시LP가스협회,고양시LP가스협회,제한경쟁,2020/05/15 13:46(-),
용역,20200518528-00,긴급,기양천 지방하천 정비사업 실시설계용역(PQ후 가격입찰),전라북도,전라북도,일반경쟁,2020/05/15 13:46(2020/05/21 12:00),
용역,20200518558-00,일반,와흘리 제주다움복원사업 기본계획수립 및 지역역량강화용역,한국농어촌공사 제주지역본부,한국농어촌공사 제주지역본부,일반(총액)협상에의한계약,2020/05/15 13:46(2020/06/29 12:00),
용역,E012004433-00,일반,"㈜맥서브 12,500kW 예비 신규공사 감리용역",한국전력공사,재무자재부,제한(총액),2020/05/15 13:45(2020/05/25 10:00),
용역,20200517887-00,긴급,2020 이태원지구촌축제 위탁용역,사단법인 이태원관광특구연합회,사단법인 이태원관광특구연합회,일반(총액),2020/05/15 13:45(2020/05/22 10:40),
용역,20200518563-00,일반,화학바이오분야 상용표준물질개발 로드맵구축 사업,한국화학융합시험연구원,한국화학융합시험연구원,일반(총액)협상에의한계약,2020/05/15 13:45(-),
용역,20200518555-00,일반,경찰병원 재활전문 입원병동(53.55)인테리어공사 폐기물처리용역,경찰청 경찰병원,경찰청 경찰병원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:45(2020/05/21 10:00),
용역,20200518561-00,긴급,화학사고R&D 사업효과 분석 및 R&D와 사회문제해결 연계방안 연구,한국환경산업기술원,한국환경산업기술원,제한(총액)협상에의한계약,2020/05/15 13:44(2020/05/21 10:00),
용역,E062000310-00,일반,해외근무자 의료 안전관리서비스 용역,한국남동발전(주),계약자재부,제한(총액),2020/05/15 13:42(2020/05/28 14:00),
용역,E012004434-00,일반,2020년 평택전력지사 관내변전소 청소용역,한국전력공사,재무자재부,제한(총액),2020/05/15 13:42(2020/05/25 14:00),
용역,20200518378-00,일반,2020년도 「화폐납품단가  산정기준」 개정 자문용역,한국은행,한국은행,일반(총액)협상에의한계약,2020/05/15 13:41(-),
용역,20200518101-00,일반,유원초 석면폐기물 처리용역 수의계약 안내공고,경상남도교육청 경상남도함안교육지원청,경상남도교육청 경상남도함안교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:40(2020/05/21 10:00),
용역,20200518507-00,일반,대림리 마을단위특화개발사업 기본계획수립 및 지역역량강화용역,한국농어촌공사 제주지역본부,한국농어촌공사 제주지역본부,일반(총액)협상에의한계약,2020/05/15 13:39(2020/06/29 12:00),
용역,20200517880-00,일반,원도심 도시재생 뉴딜사업(중심시가지형) 주민역량강화 용역(재공고),충청남도 보령시,충청남도 보령시,일반(총액)협상에의한계약,2020/05/15 13:38(-),
용역,20200518539-00,일반,2020년도 농업용저수지 예초용역,세종특별자치시,세종특별자치시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:38(2020/05/21 10:00),
용역,20200518522-00,일반,2020년 관용차량 자동차보험 가입,제주특별자치도,제주특별자치도,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:36(2020/05/21 16:00),
용역,20200518531-00,긴급,"2020년 학교폭력예방교육 핵심강사 연수 급식,시설 임차",한국교원대학교 종합교육연수원,한국교원대학교 종합교육연수원,제한(총액)규격가격동시,2020/05/15 13:36(2020/05/21 10:00),
용역,20200517844-00,일반,2020년 산업안전보건 기술지원 용역 2단계 입찰 공고,경상남도교육청,경상남도교육청,일반(총액)규격가격동시,2020/05/15 13:36(2020/05/26 14:00),
용역,20200518388-00,일반,동광아파트 주변 도시계획도로(중로3-27호선) 개설공사 폐기물 처리용역,경기도 평택시 송탄출장소,경기도 평택시 송탄출장소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:35(2020/05/21 10:00),
용역,20200518526-00,일반,도시재생지역의 도시회복력 향상을 위한 계획 및 설계 가이드라인 개발,한국건설기술연구원,한국건설기술연구원,제한(총액)협상에의한계약,2020/05/15 13:34(2020/05/26 11:00),
용역,20200513400-01,취소,2020년 관용차량 자동차보험 가입,제주특별자치도,제주특별자치도,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:34(2020/05/18 16:00),
용역,20200518519-00,일반,2020년 담양 금성산성 3D 스캔 용역(충용문~서문지)(재공고),전라남도 담양군,전라남도 담양군,제한경쟁,2020/05/15 13:32(2020/05/25 10:00),
용역,20200517426-00,일반,금오공업고등학교 내진성능평가용역 입찰 공고,경상북도교육청 경상북도구미교육지원청,경상북도교육청 경상북도구미교육지원청,제한경쟁,2020/05/15 13:31(2020/05/21 10:00),
용역,20200518475-00,일반,음식물류폐기물 자원화시설 그 밖의 폐수처리오니(폐수처리오니) 운반 및 처리 용역,코오롱환경에너지 주식회사,코오롱환경에너지 주식회사,일반(단가),2020/05/15 13:30(2020/05/27 12:00),
용역,20200518514-00,일반,수처리제(응집제) 실태조사 및 관리개선 연구,환경부 국립환경과학원,환경부 국립환경과학원,제한(총액)협상에의한계약,2020/05/15 13:30(2020/05/28 10:00),
용역,Y20S109000-00,일반,한빛사택 3단지 신축공사 가연성폐기물 처리용역,한국수력원자력주식회사,한국수력원자력(주) 한빛원자력본부,일반(총액),2020/05/15 13:30(2020/05/21 10:30),
용역,Y20S125000-00,일반,한빛본부 및 사택 배수로 정비공사 건설폐기물 처리용역,한국수력원자력주식회사,한국수력원자력(주) 한빛원자력본부,일반(총액),2020/05/15 13:30(2020/05/21 10:30),
용역,20200514170-01,취소,내포신도시 주차타워 및 건강생활증진센터 신축공사 설계용역,충청남도 홍성군,충청남도 홍성군,제한경쟁,2020/05/15 13:29(2020/05/19 10:00),
용역,20200518488-00,일반,2020년 동백지구 녹지 및 공공공지 제초용역(1구역),경기도 용인시,경기도 용인시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:27(2020/05/21 10:00),
용역,20200513040-00,일반,2020학년도 보름초 방과후학교 원어민영어 운영 용역 2단계 입찰공고,경기도교육청 경기도김포교육지원청 보름초등학교,경기도교육청 경기도김포교육지원청 보름초등학교,제한(총액)규격가격동시,2020/05/15 13:27(2020/05/29 12:00),
용역,20200518501-00,일반,쇠고기 등급제 평가 및 개선방안 연구,농림축산식품부,농림축산식품부,제한(총액)협상에의한계약,2020/05/15 13:26(2020/05/28 10:00),
용역,20200518503-00,긴급,삼신봉터널 정밀안전진단 용역,경상남도,경상남도 도로관리사업소 진주지소,제한경쟁,2020/05/15 13:25(-),
용역,20200518499-00,긴급,2020년 조림지 풀베기사업 실시설계용역,강원도 고성군,강원도 고성군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:25(2020/05/21 10:00),
용역,20200518496-00,일반,2020년 원자력안전정보공개센터 인지도 및 신뢰도향상 프로그램 이행,한국원자력안전기술원,한국원자력안전기술원,제한(총액)협상에의한계약,2020/05/15 13:25(2020/05/28 10:00),
용역,20200518497-00,일반,2020년 한국에너지기술연구원 기술마케팅 사업,한국에너지기술연구원,한국에너지기술연구원,제한(총액)협상에의한계약,2020/05/15 13:24(2020/05/26 10:00),
용역,20200518479-00,일반,북한 저작권 법제 및 체계에 관한 연구,한국저작권위원회,한국저작권위원회,제한(총액)협상에의한계약,2020/05/15 13:24(2020/05/26 14:00),
용역,20200518485-00,일반,"2020년 전국,장애인체전 성화봉송 장비제작 및 행사운영 용역",경상북도,경상북도,제한(총액)협상에의한계약,2020/05/15 13:23(2020/05/25 17:00),
용역,20200517838-00,일반,율촌면 조화리 등 3개소 관로조사 폐기물처리 용역,전라남도 여수시 상하수도사업단 하수도과,전라남도 여수시 상하수도사업단 하수도과,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:21(2020/05/20 14:00),
용역,20200518112-00,일반,2019년 위험도로 구조개선사업(군자지구) 폐기물처리용역【장기계속계약】,강원도 춘천시,강원도 춘천시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:19(2020/05/21 10:00),
용역,20200518477-00,긴급,"삼산,화산지구 농어촌생활용수 개발사업 건설사업관리용역",전라남도 해남군,전라남도 해남군,지명경쟁,2020/05/15 13:19(2020/05/21 10:00),
용역,20200518462-00,일반,서울동부구치소 승강기 유지관리용역 소액수의계약 견적제출 안내공고,법무부 서울지방교정청 서울동부구치소,법무부 서울지방교정청 서울동부구치소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:18(2020/05/21 10:00),
용역,20200518469-00,일반,율촌면 조화리 등 3개소 관로조사 용역,전라남도 여수시 상하수도사업단 하수도과,전라남도 여수시 상하수도사업단 하수도과,제한경쟁,2020/05/15 13:17(2020/05/22 14:00),
용역,20200518464-00,일반,국가기술자격 동영상 실기시험 효용성 분석 및 개선방안 연구용역,한국산업인력공단,한국산업인력공단,제한(총액)협상에의한계약,2020/05/15 13:16(2020/05/26 10:00),
용역,20200518473-00,일반,저작권의 헌법적 기초에 관한 연구,한국저작권위원회,한국저작권위원회,제한(총액)협상에의한계약,2020/05/15 13:16(2020/05/26 14:00),
용역,20200518470-00,일반,ISOL 및 IF 표적폐기물 포장용기 공학설계용역,기초과학연구원,기초과학연구원,제한경쟁,2020/05/15 13:15(2020/05/27 14:00),
용역,20200517847-00,일반,울산 조선해양산업 실태조사 용역,재단법인 울산정보산업진흥원,재단법인 울산정보산업진흥원,일반(총액)협상에의한계약,2020/05/15 13:15(2020/05/25 10:00),
용역,20200518467-00,일반,2020년 조림지 풀베기사업 감리용역(2020 조림지구),충청북도 청주시,충청북도 청주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 13:14(2020/05/21 10:00),
용역,20200518288-00,일반,스포츠센터 통합운영 관리시스템 구축 용역,조달청 경남지방조달청,김해시도시개발공사,수의(총액),2020/05/15 13:13(2020/05/20 12:00),
용역,20200518466-00,긴급,살생물제생활화학제품R&D 사업효과 분석 및 대체시험법 로드맵 마련 연구,한국환경산업기술원,한국환경산업기술원,제한(총액)협상에의한계약,2020/05/15 13:13(2020/05/21 10:00),
용역,20200518458-00,긴급,[가격입찰]거제경남아파트 재건축 추진을 위한 정밀안전진단,부산광역시 연제구,부산광역시 연제구,제한경쟁,2020/05/15 13:09(2020/05/21 10:00),
용역,20200517931-00,일반,서울대학교 창업자 전문분야 지원서비스,조달청 서울지방조달청,서울대학교 연구처,제한(총액)협상에의한계약,2020/05/15 13:05(2020/05/26 10:00),
용역,20200517459-00,일반,목포신항 대체진입도로 건설공사 소규모환경영향평가용역,해양수산부 목포지방해양수산청,해양수산부 목포지방해양수산청,지명경쟁,2020/05/15 13:02(2020/05/20 16:00),
용역,20200518454-00,일반,건축상품 유통 시스템 개발 및 건축용 3D 프린팅 설계지원 도구 고도화,한국건설기술연구원,한국건설기술연구원,제한(총액)협상에의한계약,2020/05/15 13:01(2020/05/26 11:00),
용역,20200517081-00,일반,칠곡군 홈페이지 전면개편 용역,조달청 대구지방조달청,경상북도 칠곡군,제한(총액)협상에의한계약,2020/05/15 13:00(2020/06/05 10:00),
용역,B5202001541-00,일반,2020년 대청댐 외부경관개선공사 건설폐기물 처리용역,한국수자원공사,한국수자원공사 금강경영계획처,수의계약,2020/05/15 13:00(2020/05/21 13:00),
용역,20200518452-00,일반,2020년 조림지 풀베기사업 감리용역(기타지구),충청북도 청주시,충청북도 청주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 12:59(2020/05/21 10:00),
용역,20200516110-00,긴급,빅데이터 기반 지능형 에너지관리시스템,조달청 대구지방조달청,한국정보화진흥원,제한(총액)협상에의한계약,2020/05/15 12:59(2020/06/16 10:00),
용역,20200518446-00,일반,2020년 조림지 풀베기사업 감리용역(낭성지구),충청북도 청주시,충청북도 청주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 12:52(2020/05/21 10:00),
용역,20200518440-00,일반,서울시 외국인지원시설 재구조화 타당성조사 용역,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/15 12:51(2020/05/26 17:00),
용역,20200518442-00,긴급,한터초 교사2호동 정밀안전진단용역,경기도용인교육청,경기도용인교육청,제한경쟁,2020/05/15 12:49(2020/05/21 10:00),
용역,20200514125-01,취소,구산면 일대 하수관로 정비공사 기본 및 실시설계용역 사업수행능력평가 안내 취소 공고,경상남도 창원시 하수도사업소,경상남도 창원시 하수도사업소,일반경쟁,2020/05/15 12:48(-),
용역,20200518435-00,일반,교량 NSM 긴장 보강공법 정착장치 안정성 분석,한국건설기술연구원,한국건설기술연구원,제한(총액)협상에의한계약,2020/05/15 12:45(2020/05/26 11:00),
용역,20200518434-00,일반,2020년도 청년 인권의식 및 혐오표현 실태조사,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/15 12:41(2020/05/26 16:00),
용역,20200518228-00,일반,2020년 동부소방서 소방차량 종합보험 가입,제주특별자치도 동부소방서,제주특별자치도 동부소방서,수의(총액)소액수의,2020/05/15 12:40(2020/05/20 10:00),
용역,20200518428-00,긴급,"나노위성개발 자문, 수출 비즈니스모델 개발을 위한 전문가 컨설팅 및 네트워크 활성화",한국해양과학기술원,한국해양과학기술원,일반(총액)협상에의한계약,2020/05/15 12:32(2020/05/26 10:00),
용역,20200517140-01,취소,2020년도 청년 인권의식 및 혐오표현 실태조사,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/15 12:32(2020/05/26 16:00),
용역,20200518426-00,일반,BIM to DR 플랫폼 고도화 및 AR기반 건설 시뮬레이션 개발,한국건설기술연구원,한국건설기술연구원,제한(총액)협상에의한계약,2020/05/15 12:23(2020/05/26 11:00),
용역,20200518422-00,일반,2020년 독립기념관 독도학교 독도답사,독립기념관,독립기념관,제한(총액)협상에의한계약,2020/05/15 12:21(-),
용역,20200508259-01,취소,서울시 외국인지원시설 재구조화 타당성조사 용역,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/15 12:18(2020/05/26 17:00),
용역,20200517437-00,일반,2020년 항공기상정보 서비스 개선,조달청 인천지방조달청,기상청 항공기상청,제한(총액)협상에의한계약,2020/05/15 12:16(2020/06/05 10:00),
용역,20200518147-00,일반,2020년 미세먼지 교육 및 홍보자료 제작,서울특별시교육청 학교보건진흥원,서울특별시교육청 학교보건진흥원,제한(총액)규격가격동시,2020/05/15 12:02(2020/05/27 17:00),
용역,20200518412-00,긴급,공정 현장 훈련 시스템 설계 및 개발 평가,숭실대학교 산학협력단,숭실대학교 산학협력단,일반(총액)협상에의한계약,2020/05/15 12:01(2020/05/29 17:00),
용역,20200518335-00,일반,용인신촌중 화장실 개선공사 설계용역,경기도용인교육청,경기도용인교육청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 11:58(2020/05/21 10:00),
용역,20200518407-00,일반,2020년 조림지 풀베기사업 감리용역(미원지구),충청북도 청주시,충청북도 청주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 11:55(2020/05/21 10:00),
용역,20200442480-01,취소,서울국제만화애니메이션페스티벌 행사장 조성 총괄 대행,사단법인 서울국제만화애니메이션페스티벌조직위원회,사단법인 서울국제만화애니메이션페스티벌조직위원회,일반경쟁,2020/05/15 11:55(2020/05/15 17:00),
용역,20200517951-01,변경,"성희여자고등학교 특별교실, 체육관, 급식소 내진성능평가 용역",경상북도교육청 성희여자고등학교,경상북도교육청 성희여자고등학교,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 11:53(2020/05/26 10:00),
용역,20200517823-00,긴급,구미제1국가산업단지 재생사업(공단동 196번지) 건설폐기물 처리용역(지정폐기물),경상북도 구미시,경상북도 구미시,일반(총액),2020/05/15 11:44(2020/05/21 14:00),
용역,20200517494-00,일반,서울국제만화애니메이션페스티벌 행사장 조성 총괄 대행,사단법인 서울국제만화애니메이션페스티벌조직위원회,사단법인 서울국제만화애니메이션페스티벌조직위원회,일반(총액)협상에의한계약,2020/05/15 11:43(2020/05/25 12:00),
용역,E042000266-00,일반,산불대응 현장조치행동매뉴얼 개발 기술용역,한국남부발전주식회사,계약자재실,제한(총액),2020/05/15 11:41(2020/06/08 16:00),
용역,20200510961-01,변경,김포시 운양 반다비 체육센터 건립 기본 및 실시설계용역,경기도 김포시,경기도 김포시,일반경쟁,2020/05/15 11:41(-),
용역,20200518387-00,일반,서울 평생교육 전문성 강화 연수,서울특별시 평생교육진흥원,서울특별시 평생교육진흥원,제한(총액)협상에의한계약,2020/05/15 11:40(2020/05/26 17:00),
용역,20200518382-00,일반,2020년 미래인재 관세평가 전문가 양성 교육,관세청,관세청,제한(총액)협상에의한계약,2020/05/15 11:38(2020/06/26 17:00),
용역,20200513399-01,취소,"소하천 정비사업 건설사업관리용역(발막,송남) 집행계획 및 사업수행능력평가서 제출 안내",전라남도 영광군,전라남도 영광군,일반경쟁,2020/05/15 11:38(-),
용역,20200517180-00,일반,국립종자원 제주지원 청사신축 및 포장공사 감리용역(건축분야),조달청 제주지방조달청,농림축산식품부 국립종자원 제주지원,지역,2020/05/15 11:35(2020/05/21 10:00),
용역,20200517841-00,일반,"국립종자원 제주지원 청사신축 및 포장공사 감리용역(전기,통신,소방분야)",조달청 제주지방조달청,농림축산식품부 국립종자원 제주지원,지역,2020/05/15 11:34(2020/05/21 10:00),
용역,20200518366-00,일반,도시재생사업 연계 문화시설 건립 설계공모,부산광역시 강서구,부산광역시 강서구,일반경쟁,2020/05/15 11:30(-),
용역,20200518354-00,일반,외국인력상담센터 콜상담시스템 기능개선,한국산업인력공단,한국산업인력공단,제한(총액)협상에의한계약,2020/05/15 11:29(2020/05/28 10:00),
용역,20200518290-00,일반,다산신도시 지구외도로(4개소) 건설공사 폐아스콘처리용역,경기도시공사,경기도시공사,제한(총액),2020/05/15 11:29(2020/05/25 10:00),
용역,E012004423-00,일반,2020년 봉화지사 배전전주 특별점검 용역,한국전력공사,경영지원부,제한(총액),2020/05/15 11:28(2020/05/25 14:00),
용역,20200518152-00,일반,2020년도 이종욱펠로우십 프로그램 질병연구과정(결핵) 위탁운영,조달청 서울지방조달청,한국국제보건의료재단,일반(총액)협상에의한계약,2020/05/15 11:27(2020/05/29 10:00),
용역,20200518358-00,긴급,고도 현황조사 연구,문화재청,문화재청,제한(총액)협상에의한계약,2020/05/15 11:27(2020/05/26 12:00),
용역,20200517967-00,일반,국가 초고성능컴퓨팅 관련 연구개발활동 및 인력수급 실태조사,조달청,한국과학기술정보연구원,일반(총액)협상에의한계약,2020/05/15 11:22(2020/05/26 10:00),
용역,20200518049-00,일반,국도43호선 광주시 문형리 등 7개소 절토사면 정밀안전점검 및 성능평가용역,조달청,국토교통부 서울지방국토관리청 수원국토관리사무소,"일반경쟁(용역,PQ)",2020/05/15 11:22(2020/06/05 10:00),
용역,20200518323-00,일반,[긴급] 2020~2021시즌 WKBL 뉴미디어 채널 홍보 대행,한국여자농구연맹,한국여자농구연맹,일반(총액)협상에의한계약,2020/05/15 11:21(2020/05/25 14:00),
용역,20200518306-00,긴급,사회맞춤형 학과중점형 광고대행(협상에 의한 계약) 입찰 공고,부산과학기술대학교 산학협력단,부산과학기술대학교 산학협력단,일반(총액)협상에의한계약,2020/05/15 11:20(-),
용역,20200518336-00,긴급,수영강 휴먼브릿지 조성 기본 및 실시설계 지반조사용역,부산광역시,부산광역시,제한경쟁,2020/05/15 11:20(2020/05/21 10:00),
용역,20200518329-00,일반,(재공고)2020학년도 대학화보 제작업체 선정,계명문화대학,계명문화대학,제한(총액)종합낙찰제,2020/05/15 11:17(-),
용역,20200518309-00,일반,전주천교 내진보강공사 실시설계용역,전라북도 전주시 덕진구,전라북도 전주시 덕진구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 11:15(2020/05/21 15:00),
용역,20200518322-00,일반,2020년 김천시 여름철 가족워크파크(물놀이장) 설치·해체 운영 사업,경상북도 김천시,경상북도 김천시,일반(총액)협상에의한계약,2020/05/15 11:14(-),
용역,20200517293-02,변경,무주군 소규모공공시설 안전점검 및 정비계획수립 용역,전라북도 무주군,전라북도 무주군,일반경쟁,2020/05/15 11:07(-),
용역,20200515328-01,취소,2020년도 소장자료 이미지 구축,조달청 서울지방조달청,문화체육관광부 국립한글박물관,제한(총액)협상에의한계약,2020/05/15 11:06(2020/05/28 10:00),
용역,20200517265-02,변경,무주군 자연재해 저감 종합계획 재수립 및 재해지도 작성 용역,전라북도 무주군,전라북도 무주군,일반경쟁,2020/05/15 11:05(-),
용역,20200518294-00,일반,대정중 외 3교 정밀안전점검 용역,제주특별자치도교육청 서귀포시교육지원청,제주특별자치도교육청 서귀포시교육지원청,제한경쟁,2020/05/15 11:05(2020/05/25 10:00),
용역,20200518271-00,일반,시도37호선 도로정비공사 건설폐기물처리용역,경기도 평택시 안중출장소,경기도 평택시 안중출장소,수의(총액)소액수의,2020/05/15 11:05(2020/05/21 10:00),
용역,20200518282-00,일반,2020학년도 화순고등학교 야구부 운행차량 임차용역 수의계약 안내 공고,전라남도교육청 화순고등학교,전라남도교육청 화순고등학교,수의(총액)소액수의,2020/05/15 11:05(2020/05/21 10:00),
용역,20200518289-00,일반,운전·대야천 하천기본계획 전략환경영향평가 용역,전라남도,전라남도,제한경쟁,2020/05/15 11:03(2020/05/26 10:00),
용역,E042000265-00,일반,기력2호기 터빈 및 보일러 설비 비파괴 검사 용역,한국남부발전주식회사,자재연료부,제한(총액),2020/05/15 11:03(2020/05/25 14:00),
용역,20200518287-00,일반,(재공고)2020학년도 대학 방송광고 대행업체 선정,계명문화대학,계명문화대학,제한(총액)종합낙찰제,2020/05/15 11:01(-),
용역,20200518281-00,일반,소액수의 견적제출 공고-2020년도 송도랜드마크시티(유) 재무·회계 조사용역,인천광역시 경제자유구역청,인천광역시 경제자유구역청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 11:01(2020/05/21 10:00),
용역,20200518279-00,일반,삼남부두 소형선 계류시설 손해보험,여수광양항만공사,여수광양항만공사,수의(총액)소액-견적입찰(단일응찰 허용),2020/05/15 11:01(2020/05/20 14:00),
용역,20200423830-01,변경,과학기술정책연구원 홍보 동영상 제작,과학기술정책연구원,과학기술정책연구원,제한(총액)협상에의한계약,2020/05/15 10:59(2020/05/22 17:00),
용역,20200518273-00,일반,우체국예금 수익관리시스템 기능개선 연구,과학기술정보통신부 우정사업본부 우정사업조달센터,과학기술정보통신부 우정사업본부 우정사업조달센터,일반(총액)협상에의한계약,2020/05/15 10:58(2020/05/27 10:00),
용역,20200518261-00,일반,삼기천 하천기본계획 전략환경영향평가 용역,전라남도,전라남도,제한경쟁,2020/05/15 10:55(2020/05/26 10:00),
용역,20200500644-01,취소,통번역인 평가에 관한 용역 계약,조달청 서울지방조달청,대법원,제한(총액)협상에의한계약,2020/05/15 10:53(2020/05/19 10:00),
용역,20200518241-00,일반,하수도정비 중점관리지역(사상배수구역) 정비사업 지하매설물도(UIS)용역,부산광역시 사상구,부산광역시 사상구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 10:53(2020/05/20 15:00),
용역,20200518251-00,일반,동남권 방사선 의과학 일반산업단지 교통영향평가(변경)용역,부산광역시 기장군,부산광역시 기장군,제한경쟁,2020/05/15 10:52(2020/05/21 10:00),
용역,9222577-00,일반,사업장폐기물 위탁처리용역,한국철도공사,한국철도공사,수의(단가),2020/05/15 10:51(2020/05/21 10:00),
용역,20200518213-00,일반,조직진단 및 체계적인 정원산정모델 수립용역,경기도시공사,경기도시공사,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 10:50(2020/05/22 10:00),
용역,20200518250-00,일반,2020년도 방송시장경쟁상황평가 설문조사,정보통신정책연구원,정보통신정책연구원,일반(총액)협상에의한계약,2020/05/15 10:49(-),
용역,E082000249-00,일반,[울산화력본부]2020년 작업환경측정용역,한국동서발전주식회사,총무부,제한(총액),2020/05/15 10:48(2020/05/26 12:00),
용역,20200518235-00,일반,창평·금곡천 하천기본계획 전략환경영향평가 용역,전라남도,전라남도,제한경쟁,2020/05/15 10:48(2020/05/26 10:00),
용역,20200517758-00,일반,대한민국 유네스코 가입 70주년 기념 홍보 업체 선정,조달청 서울지방조달청,외교부,제한(총액)협상에의한계약,2020/05/15 10:48(2020/05/29 10:00),
용역,20200518238-00,일반,OTT 동영상 서비스 콘텐츠 현황 실태 조사,정보통신정책연구원,정보통신정책연구원,일반(총액)협상에의한계약,2020/05/15 10:47(-),
용역,20200518222-00,일반,영암국제자동차경주장 가연성폐기물 위탁처리용역(단가계약),전남개발공사,전남개발공사,제한(단가),2020/05/15 10:46(2020/05/21 10:00),
용역,20200518225-00,일반,진부도시계획도로 소로3-18호 지상가옥철거공사 건설폐기물처리용역,강원도 평창군,강원도 평창군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 10:45(2020/05/21 10:00),
용역,20200517813-00,일반,국도23호(신공주대교) 램프설치사업 도시관리계획(도로) 결정 용역,충청남도 공주시,충청남도 공주시,제한경쟁,2020/05/15 10:45(2020/05/22 10:00),
용역,20200518221-00,일반,2020년 자격검정 운영웹사이트 유지보수 및 운영지원,사단법인 한국정보통신진흥협회,사단법인 한국정보통신진흥협회,일반(총액)협상에의한계약,2020/05/15 10:43(-),
